id,ndex,species,forme,dex1,dex2,type1_id,type2_id,ability1_id,ability2_id,hidden_ability_id,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percent_male,percent_female,egg_group1,egg_group2,image_url
91,91,Cloyster,Cloyster,Its hard shell cannot be shattered—not even by a bomb. The contents of the shell remain unknown.,Excavation of the tombs of ancient hunting tribes has turned up many spears tipped with spikes that had fallen off this Pokémon’s shell.,3,6,75,92,142,50,95,180,85,45,70,525,292.1,4.0,Bivalve Pokémon,0.5,0.5,Water 3,,091.png
92,92,Gastly,Gastly,"Should a strange light be seen flickering in an abandoned building, Gastly is lurking there.","Although Gastly is barely visible, when it’s near, a faint sweet smell lingers.",14,8,26,,,30,35,30,100,35,80,310,0.2,4.0,Gas Pokémon,0.5,0.5,Amorphous,,092.png
93,93,Haunter,Haunter,It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.,14,8,26,,,45,50,45,115,55,95,405,0.2,5.0,Gas Pokémon,0.5,0.5,Amorphous,,093.png
94,94,Gengar,Gengar,"Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up.","It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans.",14,8,130,130,130,60,65,60,130,75,110,500,89.3,4.0,Shadow Pokémon,0.5,0.5,Amorphous,,094.png
95,95,Onix,Onix,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",Burrows at high speed in search of food. The tunnels it leaves are used as homes by DIGLETTs.,13,9,69,5,133,35,45,160,30,45,70,385,463.0,28.0,Rock Snake Pokémon,0.5,0.5,Mineral,,095.png
96,96,Drowzee,Drowzee,"A Pokémon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna.","It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams it’s ever eaten.",11,,15,108,39,60,48,45,43,90,42,328,71.4,3.0,Hypnosis Pokémon,0.5,0.5,Human-Like,,096.png
97,97,Hypno,Hypno,"While it is an extremely dangerous Pokémon, people who are in need of a good, sound sleep call it their savior.","As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off.",11,,15,108,39,85,73,70,73,115,67,483,166.7,5.0,Hypnosis Pokémon,0.5,0.5,Human-Like,,097.png
98,98,Krabby,Krabby,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.","Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast.",3,,52,75,125,30,105,90,25,25,50,325,14.3,1.0,River Crab Pokémon,0.5,0.5,Water 3,,098.png
99,99,Kingler,Kingler,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.","One claw grew massively and as hard as steel. It has 10,000-HP strength. However, it is too heavy.",3,,52,75,125,55,130,115,50,50,75,475,132.3,4.0,Pincer Pokémon,0.5,0.5,Water 3,,099.png
100,100,Voltorb,Voltorb,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",It is said to camouflage itself as a POKé BALL. It will self-destruct with very little stimulus.,4,,43,9,106,40,30,50,55,55,100,330,22.9,1.0,Ball Pokémon,,,Mineral,,100.png
101,101,Electrode,Electrode,It stores electric energy under very high pressure. It often explodes with little or no provocation.,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,4,,43,9,106,60,50,70,80,80,150,490,146.8,3.0,Ball Pokémon,,,Mineral,,101.png
102,102,Exeggcute,Exeggcute,Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.,"Six of them together form a full-fledged Pokémon. It’s often hunted by Crabrawler, but uses psychokinesis to drive it off.",5,11,34,,139,60,40,80,60,45,40,325,5.5,1.0,Egg Pokémon,0.5,0.5,Grass,,102.png
103,103,Exeggutor,Exeggutor,Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.,"When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute.",5,11,34,,139,95,95,85,125,75,55,530,264.6,6.0,Coconut Pokémon,0.5,0.5,Grass,,103.png
104,104,Cubone,Cubone,"When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air.","The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death.",9,,69,31,4,50,50,95,40,50,35,320,14.3,1.0,Lonely Pokémon,0.5,0.5,Monster,,104.png
105,105,Marowak,Marowak,"Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons.","This Pokémon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down.",9,,69,31,4,60,80,110,50,80,45,425,99.2,3.0,Bone Keeper Pokémon,0.5,0.5,Monster,,105.png
106,106,Hitmonlee,Hitmonlee,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.","When kicking, the sole of its foot turns as hard as a diamond on impact and destroys its enemy.",7,,7,120,84,50,120,53,35,110,87,455,109.8,4.0,Kicking Pokémon,1.0,0.0,Human-Like,,106.png
107,107,Hitmonchan,Hitmonchan,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",Punches in corkscrew fashion. It can punch its way through a concrete wall in the same way as a drill.,7,,51,89,39,50,105,79,35,110,76,455,110.7,4.0,Punching Pokémon,1.0,0.0,Human-Like,,107.png
108,108,Lickitung,Lickitung,Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.,Its tongue spans almost 7 feet and moves more freely than its forelegs. Its licks can cause paralysis.,1,,20,12,13,90,55,75,60,75,30,385,144.4,3.0,Licking Pokémon,0.5,0.5,Monster,,108.png
109,109,Koffing,Koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.","In hot places, its internal gases could expand and explode without any warning. Be very careful!",8,,26,,,40,65,95,60,45,35,340,2.2,2.0,Poison Gas Pokémon,0.5,0.5,Amorphous,,109.png
110,110,Weezing,Weezing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.","It lives and grows by absorbing dust, germs and poison gases that are contained in toxic waste and garbage.",8,,26,,,65,90,120,85,70,60,490,20.9,3.0,Poison Gas Pokémon,0.5,0.5,Amorphous,,110.png
111,111,Rhyhorn,Rhyhorn,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,"A POKéMON with a one-track mind. Once it charges,  it won’t stop running until it falls asleep.",9,13,31,69,120,80,85,95,30,30,25,345,253.5,3.0,Spikes Pokémon,0.5,0.5,Monster,Field,111.png
112,112,Rhydon,Rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",Walks on its hind legs. Shows signs of intelligence. Its armor-like hide even repels molten lava.,9,13,31,69,120,105,130,120,45,45,40,485,264.6,6.0,Drill Pokémon,0.5,0.5,Monster,Field,112.png
113,113,Chansey,Chansey,The eggs laid by Chansey are rich in nutrients and a favorite food of many Pokémon.,"Not only are these Pokémon fast runners, they’re also few in number, so anyone who finds one must be lucky indeed.",1,,30,32,131,250,5,5,35,105,50,450,76.3,3.0,Egg Pokémon,0.0,1.0,Fairy,,113.png
114,114,Tangela,Tangela,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,"Its identity is obscured by masses of thick, blue vines. The vines are said to never stop growing.",5,,34,102,144,65,55,115,100,40,60,435,77.2,3.0,Vine Pokémon,0.5,0.5,Grass,,114.png
115,115,Kangaskhan,Kangaskhan,Kangaskhan’s maternal love is so deep that it will brave death to protect its offspring.,The child in its pouch leaves home after roughly three years. That is the only time the mother is heard to cry wildly.,1,,48,113,39,105,95,80,40,80,90,490,176.4,7.0,Parent Pokémon,0.0,1.0,Monster,,115.png
116,116,Horsea,Horsea,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,"If it senses any danger, it will vigorously spray water or a special type of ink from its mouth.",3,,33,97,6,30,40,70,70,25,60,295,17.6,1.0,Dragon Pokémon,0.5,0.5,Water 1,Dragon,116.png
117,117,Seadra,Seadra,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,Touching the back fin causes numbness. It hooks its tail to coral to stay in place while sleeping.,3,,38,97,6,55,65,95,95,45,85,440,55.1,3.0,Dragon Pokémon,0.5,0.5,Water 1,Dragon,117.png
118,118,Goldeen,Goldeen,"When the weather grows warm, they form groups and swim upriver. This sight serves as a poetic reminder that spring has arrived.","Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen.",3,,33,97,6,45,67,60,35,50,63,320,33.1,2.0,Goldfish Pokémon,0.5,0.5,Water 2,,118.png
119,119,Seaking,Seaking,"When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived.",Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.,3,,33,41,31,80,92,65,65,80,68,450,86.0,4.0,Goldfish Pokémon,0.5,0.5,Water 2,,119.png
120,120,Staryu,Staryu,"Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies.","This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it’s unconcerned by their snack attacks.",3,,35,30,148,30,45,55,70,55,85,340,76.1,2.0,Star Shape Pokémon,,,Water 3,,120.png
121,121,Starmie,Starmie,Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.,"Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this Pokémon may be an invader from outer space.",3,11,35,30,148,60,75,85,100,85,115,520,176.4,3.0,Mysterious Pokémon,,,Water 3,,121.png
122,122,Mr. Mime,Mr. Mime,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,It’s known for its top-notch pantomime skills. It protects itself from all sorts of attacks by emitting auras from its fingers to create walls.,11,18,43,111,101,40,45,65,100,120,90,460,120.1,4.0,Barrier Pokémon,0.5,0.5,Human-Like,,122.png
123,123,Scyther,Scyther,"It confuses its prey with its quick, ninja-like movements. Then, in an instant, it cleaves them with its scythes.","While young, they live together deep in the mountains, training themselves in how to fight with their scythes and move at high speeds.",12,10,68,101,80,70,110,80,55,80,105,500,123.5,4.0,Mantis Pokémon,0.5,0.5,Bug,,123.png
124,124,Jynx,Jynx,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,"Appears to move to a rhythm of its own, as if it were dancing. It wiggles its hips as it walks.",6,11,12,108,87,65,50,35,115,95,95,455,89.5,4.0,Human Shape Pokémon,0.0,1.0,Human-Like,,124.png
125,125,Electabuzz,Electabuzz,Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.,Electricity leaks from it in amounts far greater than the amount of electricity it eats.,4,,9,,72,65,83,57,95,85,105,490,66.1,3.0,Electric Pokémon,0.75,0.25,Human-Like,,125.png
126,126,Magmar,Magmar,"When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F.","When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash.",2,,49,,72,65,95,57,100,85,93,495,98.1,4.0,Spitfire Pokémon,0.75,0.25,Human-Like,,126.png
127,127,Pinsir,Pinsir,"It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold.",One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.,12,,52,104,153,65,125,100,55,70,85,500,121.3,4.0,Stag Beetle Pokémon,0.5,0.5,Bug,,127.png
128,128,Tauros,Tauros,"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola.","Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness.",1,,22,83,125,75,100,95,40,70,110,490,194.9,4.0,Wild Bull Pokémon,1.0,0.0,Field,,128.png
129,129,Magikarp,Magikarp,"Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them.","Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.",3,,33,,155,20,10,55,15,20,80,200,22.0,2.0,Fish Pokémon,0.5,0.5,Water 2,Dragon,129.png
130,130,Gyarados,Gyarados,"A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.",There are people who swear that any place Gyarados appears is fated for destruction.,3,10,22,,153,95,125,79,60,100,81,540,518.1,21.0,Atrocious Pokémon,0.5,0.5,Water 2,Dragon,130.png
131,131,Lapras,Lapras,"Its high intelligence enables it to comprehend human speech. When it’s in a good mood, it sings in its beautiful voice.","These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them.",3,6,11,75,93,130,85,80,85,95,60,535,485.0,8.0,Transport Pokémon,0.5,0.5,Monster,Water 1,131.png
132,132,Ditto,Ditto,It can reorganize its cells to make itself into a duplicate of anything it sees. The quality of the duplicate depends on the individual.,"With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto.",1,,7,,150,48,48,48,48,48,48,288,8.8,1.0,Transform Pokémon,,,Ditto,,132.png
133,133,Eevee,Eevee,"Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions.",Current studies show it can evolve into an incredible eight different species of Pokémon.,1,,50,91,107,55,55,50,45,65,55,325,14.3,1.0,Evolution Pokémon,0.875,0.125,Field,,133.png
134,134,Vaporeon,Vaporeon,Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid.,"Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon.",3,,11,,93,130,65,60,110,95,65,525,63.9,3.0,Bubble Jet Pokémon,0.875,0.125,Field,,134.png
